O	  10.09200	    b	  13.92946	   0.00001	  91.96940	  -3.00010    d	  16.64378	   0.00000	  36.72248	   2.99997    h	  20.72557	  -0.00000	   0.00000	  -1.67864
O	  11.09200	    b	  13.84566	   0.00001	 105.85111	  -3.00010    d	  16.63351	   0.00000	  53.36169	   2.99997    h	  20.72654	  -0.00000	  20.72143	  -1.67864
O	  12.09200	    b	  13.86133	   0.00001	 119.73356	  -3.00010    d	  16.63126	   0.00000	  70.00005	   2.99997    h	  20.72655	  -0.00000	  41.44286	  -1.67864
O	  13.09200	    b	  13.91973	   0.00001	 133.61497	  -3.00010    d	  16.63931	   0.00000	  86.63847	   2.99997    h	  20.72657	  -0.00000	  62.16427	  -1.67864
O	  14.09200	    b	  13.86753	   0.00001	 147.49546	  -3.00010    d	  16.64768	   0.00000	 103.27677	   2.99997    h	  20.72657	  -0.00000	  82.88572	  -1.67864
O	  15.09200	    b	  13.82741	   0.00001	 161.37705	  -3.00010    d	  16.64680	   0.00000	 119.91453	   2.99997    h	  20.72657	  -0.00000	 103.60716	  -1.67864
O	  16.10200	    b	  13.86409	   0.00001	 175.39787	  -3.00010    d	  16.64181	   0.00000	 136.71922	   2.99997    h	  20.72657	  -0.00000	 124.53581	  -1.67864
O	  17.11400	    b	  13.93495	   0.00001	 189.44779	  -3.00010    d	  16.64006	   0.00000	 153.56138	   2.99997    h	  20.72499	  -0.00000	 145.50590	  -1.67864
O	  18.12600	    b	  13.84096	   0.00001	 203.49583	  -3.00010    d	  16.63242	   0.00000	 170.40421	   2.99997    h	  20.71955	  -0.00000	 166.47599	  -1.67864
O	  19.13800	    b	  13.89540	   0.00001	 217.54850	  -3.00010    h	  20.71449	  -0.00000	 187.44608	  -1.67864    d	  16.66175	   0.00000	 187.24851	   2.99997
O	  20.15000	    b	  13.90679	   0.00001	 231.59458	  -3.00010    h	  20.71182	   0.24498	 208.28092	   0.36766    d	  16.65197	   0.00000	 204.09354	   2.99997
O	  21.16200	    b	  13.88464	   0.00001	 245.65154	  -3.00010    h	  20.70171	   0.01536	 228.94053	   3.77877    d	  16.63073	   0.00000	 220.93839	   2.99997
O	  22.17400	    b	  13.90609	   0.00001	 259.70522	  -3.00010    h	  20.70289	  -0.03238	 249.88418	   4.13938    d	  16.62063	   0.00000	 237.78330	   2.99997
O	  23.18600	    b	  13.89820	   0.00001	 273.76113	  -3.00010    h	  20.69973	   0.00479	 270.82339	   3.81309    d	  16.61937	   0.00000	 254.62881	   2.99997
O	  24.19800	    h	  20.69731	   0.00365	 291.76260	   3.87250    b	  13.81652	   0.00001	 287.81942	  -3.00010    d	  16.62634	   0.00000	 271.47482	   2.99997
O	  25.21000	    h	  20.69909	  -0.21956	 312.69863	   2.43465    b	  13.95240	   0.00001	 301.87545	  -3.00010    d	  16.64903	   0.00000	 288.32070	   2.99997
O	  26.22200	    h	  20.67772	  -0.03504	 333.10696	  -2.36840    b	  13.82906	  -0.00894	 315.79131	  -3.10689    d	  16.67857	   0.00000	 305.16634	   2.99997
O	  27.23400	    h	  20.65529	   0.12346	 353.53253	  -4.23323    b	  13.91886	   0.01387	 329.55865	  -3.29832    d	  16.63807	  -0.00198	 322.27071	   2.81907
O	  28.24600	    h	  20.70485	   0.07286	 373.96154	  -3.80741    b	  13.90642	   0.01581	 343.31469	  -3.30310    d	  16.64908	   0.00624	 339.43343	   2.76657
O	  29.25800	    h	  20.66763	   0.09573	 394.41033	  -3.51657    b	  13.90686	   0.01481	 357.06936	  -3.29589    d	  16.62959	   0.00612	 356.59451	   2.76873
