I	   5.04400	    d	  20.74178	  -0.00001	  32.29580	  -2.99972    h	  20.73792	  -0.00000	   0.00000	  -1.67864
O	   5.55000	    d	  20.76722	  -0.00003	  42.79867	  -2.99984    h	  20.72662	  -0.00000	  10.48712	  -1.67864
O	   6.05600	    d	  20.76093	  -0.00001	  53.30322	  -2.99988    h	  20.72658	  -0.00000	  20.97214	  -1.67864
O	   6.56200	    d	  20.73986	  -0.00001	  63.80569	  -2.99988    h	  20.72658	  -0.00000	  31.45718	  -1.67864
O	   7.06800	    d	  20.78074	  -0.00001	  74.30952	  -2.99988    h	  20.72658	  -0.00000	  41.94225	  -1.67864
O	   7.57400	    d	  20.72896	  -0.00001	  84.81225	  -2.99988    h	  20.72658	  -0.00000	  52.42728	  -1.67864
O	   8.09200	    d	  20.77516	  -0.00001	  95.56500	  -2.99988    h	  20.72658	  -0.00000	  63.16104	  -1.67864
O	   8.59200	    d	  20.74587	  -0.00001	 105.94250	  -2.99988    h	  20.72658	  -0.00000	  73.52174	  -1.67864
O	   9.09200	    d	  20.75655	  -0.00001	 116.32177	  -2.99988    h	  20.72658	  -0.00000	  83.88249	  -1.67864
O	   9.59200	    d	  20.77132	  -0.00001	 126.69915	  -2.99988    h	  20.72658	  -0.00000	  94.24316	  -1.67864
O	  10.09200	    d	  20.73597	  -0.00001	 137.07824	  -2.99988    h	  20.72658	  -0.00000	 104.60388	  -1.67864
O	  10.59200	    d	  20.77922	  -0.00001	 147.45630	  -2.99988    h	  21.51558	  -0.00000	 115.06121	  -1.67864
O	  11.09200	    d	  20.73503	  -0.00001	 157.83423	  -2.99988    h	  23.30313	  -0.00000	 126.23053	  -1.67864
O	  11.59200	    d	  20.76559	  -0.00001	 168.21356	  -2.99988    h	  25.32192	  -0.00000	 138.40124	  -1.67864
O	  12.09200	    d	  20.75359	  -0.00001	 178.59088	  -2.99988    h	  27.06287	  -0.00000	 151.51049	  -1.67864
O	  12.59200	    d	  20.76651	  -0.00001	 188.97088	  -2.99988    h	  28.49501	  -0.00000	 165.41485	  -1.67864
O	  13.09200	    d	  20.73516	  -0.00001	 199.34881	  -2.99988    h	  28.75855	   0.17939	 179.86157	  -1.53507
O	  13.59200	    d	  20.78962	  -0.00001	 209.72833	  -2.99988    h	  29.04058	   0.22159	 194.33819	   0.01332
O	  14.09200	    d	  20.73106	  -0.00001	 220.10748	  -2.99988    h	  28.76497	  -0.05647	 208.70172	   2.10527
O	  14.59200	    d	  20.77044	  -0.00001	 230.48590	  -2.99988    h	  29.04631	  -0.13882	 223.27099	   2.43568
O	  15.09200	    d	  20.78946	  -0.00001	 240.86682	  -2.99988    h	  28.99571	  -0.02533	 237.77679	   1.66922
O	  15.59200	    h	  28.95354	   0.04551	 252.26884	   1.18080    d	  20.74081	  -0.00001	 251.24745	  -2.99988
O	  16.10200	    h	  28.99368	   0.04415	 267.06285	   1.36606    d	  20.73544	  -0.00001	 261.83604	  -2.99988
O	  16.60800	    h	  28.98919	   0.02641	 281.72221	   1.84605    d	  20.78920	  -0.00001	 272.34196	  -2.99988
O	  17.11400	    h	  28.98511	   0.02174	 296.37657	   2.28197    d	  20.79954	  -0.00001	 282.84983	  -2.99988
O	  17.62000	    h	  28.71095	  -0.24925	 311.03331	   1.95112    d	  20.77576	  -0.00001	 293.35673	  -2.99988
O	  18.12600	    h	  28.84036	  -0.11469	 325.60069	  -0.40788    d	  20.74234	  -0.00001	 303.86308	  -2.99988
O	  18.63200	    h	  26.71761	   0.21796	 339.75947	  -2.88295    d	  20.72289	  -0.00001	 314.36845	  -2.99988
O	  19.13800	    h	  28.08935	   0.06789	 353.64781	  -4.08416    d	  20.72823	  -0.00402	 324.66740	  -3.18468
O	  19.64400	    h	  27.92838	   0.18829	 367.59730	  -4.49094    d	  20.72405	   0.01361	 334.95182	  -3.32211
O	  20.15000	    h	  28.25183	   0.22106	 381.63597	  -4.13470    d	  20.73724	   0.01687	 345.23375	  -3.33129
O	  20.65600	    h	  28.99442	   0.09580	 395.88459	  -3.22899    d	  20.73788	   0.01525	 355.51411	  -3.31615
O	  21.16200	    h	  28.84406	   0.16221	 410.25419	  -2.57394    d	  20.73387	   0.01455	 365.79542	  -3.30969
O	  21.66800	    h	  28.91547	   0.02447	 424.61995	  -1.99464    d	  20.72122	   0.01401	 376.07548	  -3.30757
