O	   8.59200	    b	  13.83335	   0.00001	 105.09338	  -3.00010    d	  16.64932	   0.00000	  62.54941	   2.99997    h	  13.35434	  -0.00000	   0.00000	  -1.66664
O	   9.09200	    b	  13.87129	   0.00001	 112.03506	  -3.00010    d	  16.63251	   0.00000	  70.86940	   2.99997    h	  15.84529	  -0.00000	   7.27295	  -1.66662
O	   9.59200	    b	  13.89717	   0.00001	 118.97569	  -3.00010    d	  16.64303	   0.00000	  79.18911	   2.99997    h	  18.49850	  -0.00000	  15.88696	  -1.66660
O	  10.09200	    b	  13.92538	   0.00001	 125.91637	  -3.00010    d	  16.64186	   0.00000	  87.50885	   2.99997    h	  20.52128	  -0.00000	  25.73914	  -1.67864
O	  10.59200	    b	  13.91434	   0.00001	 132.85576	  -3.00010    d	  16.63288	   0.00000	  95.82767	   2.99997    h	  20.67629	  -0.00000	  36.09332	  -1.67864
O	  11.09200	    b	  13.85849	   0.00001	 139.79692	  -3.00010    d	  16.64869	   0.00000	 104.14691	   2.99997    h	  19.80002	  -0.00000	  46.21582	  -1.67864
O	  11.59200	    b	  13.83313	   0.00001	 146.73741	  -3.00010    d	  16.63163	   0.00000	 112.46597	   2.99997    h	  18.89931	  -0.00000	  55.88962	  -1.67864
O	  12.09200	    b	  13.86063	   0.00001	 153.68040	  -3.00010    d	  16.64465	   0.00000	 120.78471	   2.99997    h	  18.00444	  -0.00000	  65.11420	  -1.67864
O	  12.59200	    b	  13.90991	   0.00001	 160.62108	  -3.00010    d	  16.64017	   0.00000	 129.10405	   2.99997    h	  17.13853	  -0.00000	  73.89746	  -1.67864
O	  13.09200	    b	  13.92144	   0.00001	 167.56047	  -3.00010    d	  16.63428	   0.00000	 137.42284	   2.99997    h	  17.88056	  -0.00000	  82.43977	  -1.67864
O	  13.59200	    b	  13.90549	   0.00001	 174.50035	  -3.00010    d	  16.64809	   0.00000	 145.74211	   2.99997    h	  20.05769	  -0.04312	  91.95888	  -1.73652
O	  14.09200	    b	  13.86899	   0.00001	 181.44035	  -3.00010    d	  16.63095	   0.00000	 154.06096	   2.99997    h	  20.72468	  -0.02507	 102.25555	  -2.04789
O	  14.59200	    b	  13.84689	   0.00001	 188.38029	  -3.00010    d	  16.64611	   0.00000	 162.37981	   2.99997    h	  20.72656	  -0.02388	 112.61630	  -2.33504
O	  15.09200	    b	  13.82800	   0.00001	 195.32115	  -3.00010    d	  16.63842	   0.00000	 170.69920	   2.99997    h	  20.72655	  -0.02415	 122.97697	  -2.59129
O	  15.59200	    b	  13.82721	   0.00001	 202.26030	  -3.00010    d	  16.63685	   0.00000	 179.01811	   2.99997    h	  20.72534	  -0.01720	 133.33769	  -2.84089
O	  16.10200	    b	  13.85164	   0.00001	 209.34160	  -3.00010    d	  16.64254	   0.00000	 187.50475	   2.99997    h	  20.72654	  -0.00711	 143.90562	  -3.00147
