O	   8.59200	    b	  13.83402	   0.00001	 100.81598	  -3.00010    d	  16.63240	   0.00008	  41.43146	   2.99959    h	  12.26727	  -0.00195	   0.00000	  -2.66468
O	   9.09200	    b	  13.86129	   0.00001	 107.75662	  -3.00010    d	  16.64895	   0.00001	  49.75144	   2.99997    h	  14.70710	  -0.00195	   6.77393	  -2.67789
O	   9.59200	    b	  13.90273	   0.00001	 114.69810	  -3.00010    d	  16.63212	   0.00000	  58.07138	   2.99997    h	  17.48917	  -0.00195	  14.82544	  -2.69358
O	  10.09200	    b	  13.92946	   0.00001	 121.63805	  -3.00010    d	  16.64378	   0.00000	  66.39112	   2.99997    h	  19.77218	  -0.00195	  24.23888	  -2.72385
O	  10.59200	    b	  13.90334	   0.00001	 128.57848	  -3.00010    d	  16.64108	   0.00000	  74.71123	   2.99997    h	  20.72587	  -0.00195	  34.47929	  -2.74374
O	  11.09200	    b	  13.84566	   0.00001	 135.51976	  -3.00010    d	  16.63351	   0.00000	  83.03033	   2.99997    h	  20.72653	  -0.00195	  44.83999	  -2.76377
O	  11.59200	    b	  13.82856	   0.00001	 142.46141	  -3.00010    d	  16.64844	   0.00000	  91.34970	   2.99997    h	  20.72653	  -0.00195	  55.20070	  -2.78380
O	  12.09200	    b	  13.86133	   0.00001	 149.40221	  -3.00010    d	  16.63126	   0.00000	  99.66870	   2.99997    h	  20.72653	  -0.00195	  65.56142	  -2.80382
O	  12.59200	    b	  13.90595	   0.00001	 156.34373	  -3.00010    d	  16.64538	   0.00000	 107.98770	   2.99997    h	  20.72653	  -0.00195	  75.92214	  -2.82385
O	  13.09200	    b	  13.91973	   0.00001	 163.28362	  -3.00010    d	  16.63931	   0.00000	 116.30711	   2.99997    h	  20.72653	  -0.00195	  86.28291	  -2.84388
O	  13.59200	    b	  13.93139	   0.00001	 170.22295	  -3.00010    d	  16.63508	   0.00000	 124.62602	   2.99997    h	  20.72653	  -0.00195	  96.64360	  -2.86390
O	  14.09200	    b	  13.86753	   0.00001	 177.16411	  -3.00010    d	  16.64768	   0.00000	 132.94542	   2.99997    h	  20.72653	  -0.00195	 107.00436	  -2.88393
O	  14.59200	    b	  13.84488	   0.00001	 184.10429	  -3.00010    d	  16.63073	   0.00000	 141.26427	   2.99997    h	  20.72653	  -0.00195	 117.36504	  -2.90396
O	  15.09200	    b	  13.82741	   0.00001	 191.04570	  -3.00010    d	  16.64680	   0.00000	 149.58318	   2.99997    h	  20.72653	  -0.00195	 127.72575	  -2.92399
O	  15.59200	    b	  13.85497	   0.00001	 197.98735	  -3.00010    d	  16.63753	   0.00000	 157.90257	   2.99997    h	  21.60692	  -0.00195	 138.29997	  -2.94463
O	  16.10200	    b	  13.86409	   0.00001	 205.06651	  -3.00010    d	  16.64181	   0.00000	 166.38786	   2.99997    h	  22.80305	  -0.00195	 149.59203	  -2.96666
O	  16.60800	    b	  13.91081	   0.00001	 212.09160	  -3.00010    d	  16.65291	   0.00000	 174.80876	   2.99997    h	  24.07379	  -0.00195	 161.49046	  -2.98988
O	  17.11400	    b	  13.93495	   0.00001	 219.11644	  -3.00010    d	  16.64006	   0.00000	 183.23003	   2.99997    h	  24.63630	  -0.00195	 173.82713	  -3.01394
O	  17.62000	    b	  13.90529	   0.00001	 226.14024	  -3.00010    d	  16.62643	   0.00000	 191.65129	   2.99997    h	  25.13594	  -0.00161	 186.41924	  -3.03845
O	  18.12600	    b	  13.84096	   0.00001	 233.16447	  -3.00010    d	  16.63242	   0.00000	 200.07286	   2.99997    h	  25.62724	   0.02565	 199.26042	  -3.00328
O	  18.63200	    b	  13.83171	   0.00001	 240.19060	  -3.00010    h	  26.08525	   0.12563	 212.32719	  -2.33863    d	  16.64935	   0.00000	 208.49467	   2.99997
O	  19.13800	    b	  13.89540	   0.00001	 247.21715	  -3.00010    h	  26.57831	   0.11720	 225.58397	  -0.98721    d	  16.66175	   0.00000	 216.91716	   2.99997
O	  19.64400	    b	  13.95032	   0.00001	 254.24052	  -3.00010    h	  27.09429	   0.11491	 239.07658	   0.54170    d	  16.65660	   0.00000	 225.33965	   2.99997
O	  20.15000	    b	  13.90679	   0.00001	 261.26323	  -3.00010    h	  27.57191	   0.05002	 252.82872	   2.03349    d	  16.65046	   0.00000	 233.76201	   2.99997
O	  20.65600	    b	  13.95589	   0.00001	 268.29546	  -3.00010    h	  28.07253	   0.01621	 266.88719	   2.93115    d	  16.64208	   0.00000	 242.18437	   2.99997
O	  21.16200	    h	  28.56310	  -0.01808	 281.21542	   3.31109    b	  13.88464	   0.00001	 275.32019	  -3.00010    d	  16.63170	   0.00000	 250.60686	   2.99997
O	  21.66800	    h	  29.06252	  -0.01050	 295.79404	   3.30128    b	  13.86317	   0.00001	 282.35001	  -3.00010    d	  16.62842	   0.00000	 259.02946	   2.99997
O	  22.17400	    h	  29.56290	  -0.00852	 310.62570	   3.19006    b	  13.90609	   0.00001	 289.37387	  -3.00010    d	  16.62486	   0.00000	 267.45213	   2.99997
O	  22.68000	    h	  30.04742	   0.02515	 325.70993	   3.08140    b	  13.91163	   0.00001	 296.40512	  -3.00010    d	  16.62461	   0.00000	 275.87497	   2.99997
O	  23.18600	    h	  30.38853	   0.14784	 341.08179	   3.54508    b	  13.89820	   0.00001	 303.42978	  -3.00010    d	  16.62782	   0.00000	 284.29794	   2.99997
O	  23.69200	    h	  31.02761	   0.01643	 357.05478	   4.05579    b	  13.91563	   0.00001	 310.46097	  -3.00010    d	  16.63134	   0.00000	 292.72073	   2.99997
O	  24.19800	    h	  31.73180	  -0.00983	 373.37384	   3.44101    b	  13.81652	   0.00001	 317.48801	  -3.00010    d	  16.64029	   0.00000	 301.14365	   2.99997
O	  24.70400	    h	  29.92145	   0.26625	 389.71890	   2.25145    b	  13.89990	   0.00001	 324.51382	  -3.00010    d	  16.65615	   0.00000	 309.56656	   2.99997
